rank,id,id_album,title,length,publicationDate,language,language_detect,genre,recordLabel,recorded,runtime,award,Album_Name,Artist_name,rankHere,year_publication,Album_Name2
339756,5714decf25ac0d8aee41950c,5714debb25ac0d8aee35cd27,Motherfucker,210,2015-05-18,eng,english,"list(""Alternative metal"", ""Rap rock"", ""Funk rock"")","list(""Ipecac Recordings"")","list(""Oakland, California, U.S."")","list(""213.0"")",list(),Sol Invictus,Faith No More,298,2015,unknown
340808,5714dece25ac0d8aee40f41c,5714debb25ac0d8aee35bcd1,Chloe (You're The One I Want),222,2013-04-15,unknown,english,"list(""Alternative hip hop"", ""Reggae fusion"", ""Pop rock"", ""Teen pop"")","list(""Columbia Records"", ""Syco Music"")","list(""2013"")","list(""222.0"")",list(),Nothing To Lose,Emblem3,299,2013,unknown
342464,5714dec725ac0d8aee3b08bb,5714debb25ac0d8aee35265f,Baby Boy,260,2007-11-19,unknown,english,"list(""Contemporary R&B"", ""Dancehall"")","list(""Columbia Records"")","list(""2003"")","list(""244.0"")","list(""Platinum"", ""Gold"")",The Beyoncé Experience Live,Beyoncé,300,2007,unknown
343166,5714decb25ac0d8aee3e3404,5714debb25ac0d8aee3576d3,Easy,173,2015-02-18,deu,german,"list(""Pop music"", ""Rapping"")",list(),list(),"list(""173.0"")","list(""Platinum"", ""Gold"")",Easy,Cro,301,2015,Easy
345988,5714dec425ac0d8aee389ae2,5714debb25ac0d8aee34e632,Locked Up (Remix),247,2007-07-02,unknown,english,"list(""Political hip hop"", ""Contemporary R&B"")","list(""SRC Records"", ""Universal Records (defunct record label)"")","list(""October 2003"")","list(""236.0"")",list(),Trouble,Akon,303,2007,Trouble
350138,5714deca25ac0d8aee3df7f3,5714debb25ac0d8aee3570d9,Fantastic Voyage,334,1994-04-13,unknown,english,"list(""West Coast hip hop"", ""Gangsta rap"", ""G-funk"")","list(""Tommy Boy Records"")","list(""1993"")","list(""248.0"", ""332.0"")",list(),It Takes A Thief,Coolio,305,1994,It Takes A Thief
351222,5714decc25ac0d8aee3f677b,5714debb25ac0d8aee359627,I Came To Party,220,2013-07-29,unknown,english,"list(""Electronic rock"", ""Rap rock"")",list(),"list(""2011"")","list(""927.0"")",list(),Nine Lives,Deuce,306,2013,Nine Lives
355129,5714dec425ac0d8aee38d898,5714debb25ac0d8aee34ec27,Broken Heels,215,2010-05-24,unknown,english,"list(""Dance-pop"", ""Contemporary R&B"", ""Synthpop"")","list(""Syco Music"")","list(""2009"")","list(""250.0"", ""215.0"")",list(),Overcome,Alexandra Burke,309,2010,unknown
355736,5714deca25ac0d8aee3d7029,5714debb25ac0d8aee356311,Ain't No Other Man,228,2009-03-23,unknown,english,"list(""Funk"", ""Pop music"", ""Contemporary R&B"")","list(""RCA Records"")","list(""*2005 *"", ""Chalice Recording Studios"")","list(""228.0"")","list(""Silver"", ""Platinum"", ""Gold"")",Back To Basics,Christina Aguilera,310,2009,unknown
356705,5714decd25ac0d8aee3fda4e,5714debb25ac0d8aee35a1b0,I Miss You,280,2001-09-24,unknown,english,"list(""Rhythm and blues"", ""Christian hip hop"")","list(""Def Jam Recordings"", ""Ruff Ryders Entertainment"")","list(""2001"")","list(""280.0"")",list(),The Great Depression,DMX,311,2001,The Great Depression
357404,5714dec325ac0d8aee381d8d,5714debb25ac0d8aee34d898,Come Back In One Piece,258,2007-10-05,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"")","list(""Blackground Records"", ""Virgin Records"")","list(""1999"")","list(""260.0"")",list(),Ultimate Aaliyah,Aaliyah,313,2007,Ultimate Aaliyah
358134,5714dec425ac0d8aee38e72f,5714debb25ac0d8aee34edbd,Usher:My Boo,309,2008-12-29,unknown,english,"list(""Contemporary R&B"", ""Soul music"")","list(""LaFace Records"")","list(""Southside Studios"", ""2004"")","list(""222.0"")","list(""Platinum"")",As I Am,Alicia Keys,314,2008,As I Am
359506,5714deca25ac0d8aee3d581b,5714debb25ac0d8aee3560b1,T-Pain:Freeze,216,2008-10-10,unknown,english,"list(""Funk"", ""Pop music"", ""Contemporary R&B"", ""Dance music"", ""Beatboxing"")","list(""Konvict Muzik"", ""Jive Records"", ""Nappy Boy Entertainment"")","list(""2008"")","list(""218.0"")",list(),Songs Featuring Chris Brown,Chris Brown,315,2008,unknown
359752,5714deca25ac0d8aee3d624f,5714debb25ac0d8aee3561b5,Young Homie,211,2012-03-13,unknown,english,"list(""Contemporary R&B"", ""Pop-rap"", ""Hip hop music"")","list(""Epic Records"")",list(),"list(""208.0"")",list(),Strength,Chris Rene,316,2012,unknown
359981,5714dec425ac0d8aee38f51b,5714debb25ac0d8aee34ef4f,Lady Marmalade,227,2001-10-05,unknown,english,"list(""Funk"", ""Soul music"", ""Dance-pop"", ""Hip hop soul"", ""Disco"", ""Italo disco"", ""Contemporary R&B"")","list(""Interscope Records"", ""London Records"", ""Baby Records (Italy)"", ""Epic Records"")","list(""1974"", ""January 2001"", ""1997"", ""1987"")","list(""264.0"", ""244.0"", ""236.0"")","list(""Platinum"")",All Saints,All Saints,317,2001,All Saints
359992,5714deca25ac0d8aee3d4dc6,5714debb25ac0d8aee355f94,Right Thurr,222,2006-09-26,unknown,english,"list(""Dirty rap"")","list(""Capitol Records"", ""Disturbing tha Peace"")","list(""2003"")","list(""215.0"", ""219.0"")","list(""Gold"")",Jackpot,Chingy,318,2006,unknown
362124,5714deca25ac0d8aee3d84d4,5714debb25ac0d8aee3564ef,Can't Leave 'Em Alone,244,2007-03-27,eng,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""LaFace Records"")","list(""2006"")","list(""244.0"")",list(),The Evolution,Ciara,320,2007,The Evolution
362256,5714dec325ac0d8aee381d64,5714debb25ac0d8aee34d896,I Refuse,357,2007-01-01,eng,english,"list(""Pop music"", ""Contemporary R&B"", ""Neo soul"")","list(""Virgin Records"", ""Blackground Records"")","list(""1998"")","list(""3670.0"")","list(""Gold"", ""Platinum"")",Aaliyah,Aaliyah,321,2007,Aaliyah
366715,5714dec925ac0d8aee3d0d95,5714debb25ac0d8aee355967,A Lover's Holiday,253,2009-03-26,unknown,english,"list(""Disco"", ""Soul music"", ""Contemporary R&B"")","list(""Warner Bros. Records"")","list(""Recorded at Fontoprint Studios, Bologna, Italy."", ""Vocals recorded & mixed at Power Station Studios, New York City"")","list(""386.0"", ""230.0"")",list(),The Glow Of Love,Change,322,2009,unknown
369178,5714deca25ac0d8aee3d4650,5714debb25ac0d8aee355ec6,You Me At Six & Chiddy:Rescue Me,197,2011-02-13,unknown,english,"list(""Rap rock"", ""Pop rock"")","list(""Virgin Records"")","list(""2010"")","list(""197.0"")",list(),Breakfast,Chiddy Bang,323,2011,Breakfast
372767,5714deca25ac0d8aee3d3992,5714debb25ac0d8aee355d9a,will.i.am:Heartbreaker,194,2008-05-19,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""A&M Records"")","list(""2006"")","list(""195.0"", ""328.0"")",list(),3 Words,Cheryl Cole,325,2008,unknown
377217,5714decb25ac0d8aee3ea5f2,5714debb25ac0d8aee358239,Damaged,239,2008-03-17,unknown,english,"list(""Electropop"", ""Contemporary R&B"", ""Dance-pop"")","list(""Atlantic Records"", ""Bad Boy Records"")","list(""2007"")","list(""218.0"", ""253.0"", ""249.0"", ""246.0"")",list(),Welcome To The Dollhouse,Danity Kane,326,2008,unknown
384097,5714dec525ac0d8aee39eb51,5714debb25ac0d8aee35094c,Tennessee,272,2003-03-03,unknown,english,"list(""Alternative hip hop"")","list(""Chrysalis Records"", ""EMI"")",list(),list(),list(),"3 Years, 5 Months & 2 Days In The Life Of...",Arrested Development,327,2003,"3 Years, 5 Months & 2 Days In The Life Of..."
386536,5714dec325ac0d8aee381d6f,5714debb25ac0d8aee34d897,Don't Know What To Tell Ya,301,2007-12-27,eng,english,"list(""Contemporary R&B"")","list(""Blackground Records"")","list(""2001"")","list(""301.0"")",list(),I Care 4 U,Aaliyah,328,2007,I Care 4 U
386577,5714dec425ac0d8aee389af8,5714debb25ac0d8aee34e633,Don't Matter,232,2006-11-14,eng,english,"list(""Reggae fusion"", ""Contemporary R&B"")","list(""Universal Records (defunct record label)"", ""SRC Records"", ""UpFront Records"", ""Konvict Muzik"")","list(""2006"")","list(""294.0"")",list(),Konvicted,Akon,329,2006,Konvicted
387317,5714dec525ac0d8aee3a03a5,5714debb25ac0d8aee350bf4,He Said She Said,188,2007-02-06,unknown,english,"list(""Contemporary R&B"", ""Pop-rap"", ""Dance-pop"")","list(""Warner Bros. Records"")","list(""2006"", ""Los Angeles, California"", ""Chalice Recording Studios"")","list(""188.0"")",list(),Headstrong,Ashley Tisdale,330,2007,unknown
390921,5714dec625ac0d8aee3abe2f,5714debb25ac0d8aee351ebf,Make Some Noise,210,2011-04-12,unknown,english,"list(""Alternative hip hop"", ""Funk rock"", ""Big beat"")","list(""Capitol Records"")","list(""2009"")","list(""220.0"")",list(),Hot Sauce Committee Part Two,Beastie Boys,332,2011,Hot Sauce Committee Part Two
392103,5714dece25ac0d8aee40f513,5714debb25ac0d8aee35bcf1,Crazy In Love,174,2013-05-03,unknown,english,"list(""Contemporary R&B"", ""Hip hop music"", ""Pop music"")","list(""Columbia Records"")","list(""December 2002–March 2003; Sony Music Studios"")","list(""236.0"")","list(""Platinum"", ""Gold"")",Other Songs,Emeli Sandé,333,2013,unknown
392147,5714dec625ac0d8aee3abd91,5714debb25ac0d8aee351eb8,Sure Shot,200,1999-11-23,unknown,english,"list(""Alternative hip hop"")","list(""Capitol Records"", ""Grand Royal"")","list(""1994"")","list(""200.0"")",list(),Ill Communication,Beastie Boys,334,1999,Ill Communication
392253,5714deca25ac0d8aee3d84ca,5714debb25ac0d8aee3564ee,And I,234,2005-01-22,unknown,english,"list(""Contemporary R&B"")","list(""LaFace Records"", ""Jazze Pha"")","list(""Phoenix Ave. Studios, Atlanta, Georgia"")","list(""233.0"")",list(),Goodies,Ciara,335,2005,Goodies
395038,5714dec425ac0d8aee38d895,5714debb25ac0d8aee34ec27,The Silence,215,2010-12-03,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Syco Music"")","list(""2009"")","list(""241.0"", ""215.0"")",list(),Overcome,Alexandra Burke,336,2010,unknown
396393,5714dec825ac0d8aee3bb6be,5714debb25ac0d8aee353723,Lala Song,212,2009-05-11,unknown,english,"list(""Ragga"", ""Hip hop music"", ""Disco"", ""Dance music"", ""Pop-rap"")","list(""Ministry of Sound Australia"", ""Yellow Productions"")","list(""2009"")","list(""214.0"")",list(),Born In 69,Bob Sinclar,337,2009,unknown
397831,5714dec725ac0d8aee3b0880,5714debb25ac0d8aee35265b,"Me, Myself And I",238,2004-10-25,eng,english,"list(""Contemporary R&B"")","list(""Columbia Records"")","list(""2002"", ""South Beach Studios"")","list(""301.0"", ""239.0"")","list(""Gold"")",Dangerously In Love,Beyoncé,339,2004,Dangerously In Love
401978,5714dec725ac0d8aee3b08b0,5714debb25ac0d8aee35265e,Listen,217,2007-04-03,unknown,english,"list(""Contemporary R&B"", ""Soul music"")","list(""Mathew Knowles"", ""Columbia Records"")","list(""Sony Music Studios"", ""The Underlab"")","list(""220.0"")","list(""Gold"")",B'Day,Beyoncé,340,2007,B'Day
403404,5714dec625ac0d8aee3abd52,5714debb25ac0d8aee351eb5,The New Style,275,1995-03-28,eng,english,"list(""Hip hop music"", ""Rap rock"")","list(""Def Jam Recordings"")","list(""1986"")","list(""276.0"")",list(),Licensed To Ill,Beastie Boys,341,1995,Licensed To Ill
404323,5714dec425ac0d8aee389b05,5714debb25ac0d8aee34e634,I'm So Paid,237,2006-11-14,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Konvict Muzik"", ""Universal Records (defunct record label)"")",list(),"list(""263.0"")",list(),Freedom,Akon,342,2006,Freedom
404643,5714dec525ac0d8aee397c69,5714debb25ac0d8aee34fd82,If I Could Go!,244,2014-12-03,unknown,english,"list(""Pop-rap"", ""Latin hip hop"", ""Contemporary R&B"")","list(""Elektra Records"")","list(""November 2001"")","list(""245.0"")",list(),Animal House,Angie Martinez,343,2014,Animal House
406148,5714deca25ac0d8aee3d6258,5714debb25ac0d8aee3561b7,Tyga:Far Away,207,2011-05-17,unknown,english,"list(""Pop-rap"")",list(),"list(""2011"")","list(""207.0"")",list(),Featured Songs,Chris Richardson,344,2011,unknown
410147,5714dec425ac0d8aee3923cf,5714debb25ac0d8aee34f46f,Kelly Clarkson:A Moment Like This,228,2003-09-29,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""RCA Records"", ""Syco Music"", ""Sony BMG"")","list(""2002"")","list(""257.0"", ""229.0"")","list(""Gold"", ""Platinum"")",Greatest Moments,American Idol,345,2003,unknown
411506,5714dec825ac0d8aee3c1df5,5714debb25ac0d8aee3541c4,Outrageous,206,2004-11-08,unknown,english,"list(""Contemporary R&B"")","list(""Jive Records"")","list(""2003"")","list(""202.0"")",list(),In The Zone,Britney Spears,346,2004,unknown
413044,5714dece25ac0d8aee40ff38,5714debb25ac0d8aee35bdf7,Encore / Curtains Down,348,2006-10-30,eng,english,"list(""Midwest hip hop"")","list(""Interscope Records"", ""Aftermath Entertainment"", ""Shady Records"")","list(""2004"")","list(""313.0"", ""347.0"")",list(),Encore,Eminem,347,2006,Encore
413405,5714dece25ac0d8aee40f50e,5714debb25ac0d8aee35bcf0,Naughty Boy:Wonder,208,2012-06-05,eng,english,"list(""Contemporary R&B"", ""Soul music"")","list(""Virgin Records"")",list(),"list(""209.0"")",list(),Our Version Of Events,Emeli Sandé,348,2012,Our Version Of Events
414404,5714dece25ac0d8aee40ff32,5714debb25ac0d8aee35bdf7,Ass Like That,265,2005-07-15,unknown,english,"list(""Comedy hip hop"", ""Dirty rap"")","list(""Interscope Records"", ""Shady Records"", ""Aftermath Entertainment"")","list(""--05-12"")","list(""265.0"")",list(),Encore,Eminem,349,2005,Encore
414535,5714dec725ac0d8aee3b94fc,5714debb25ac0d8aee3533fa,If You Come Back,205,2009-02-09,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Innocent Records"", ""Virgin Records"")","list(""2001"")","list(""204.0"")","list(""Silver"", ""Platinum"")",All Rise,Blue,350,2009,unknown
417190,5714decd25ac0d8aee3fa106,5714debb25ac0d8aee359b81,Rebirth Of Slick (Cool Like Dat),261,2007-02-23,unknown,english,"list(""Jazz rap"")","list(""Elektra Records"")","list(""1992"")","list(""259.0"")",list(),Reachin' (A New Refutation Of Time And Space),Digable Planets,352,2007,Reachin' (A New Refutation Of Time And Space)
417888,5714dec525ac0d8aee39a927,5714debb25ac0d8aee350258,Bring The Noise,211,1991-06-25,eng,english,"list(""Rap metal"", ""Hip hop music"", ""Thrash metal"")","list(""Island Records"", ""Def Jam Recordings"")",list(),"list(""214.0"", ""225.0"")",list(),Attack Of The Killer B's,Anthrax,353,1991,unknown
418349,5714dec725ac0d8aee3b9510,5714debb25ac0d8aee3533fb,U Make Me Wanna,220,2004-11-15,eng,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Innocent Records"")","list(""2002"")","list(""219.0"")",list(),One Love,Blue,355,2004,unknown
420272,5714dec725ac0d8aee3b77b0,5714debb25ac0d8aee3530ee,Boys 'Round Here,288,2013-03-26,unknown,english,"list(""Bro-country"", ""Country rap"")","list(""Warner Bros. Records"")",list(),"list(""288.0"", ""228.0"")","list(""Platinum"")",Based On A True Story...,Blake Shelton,356,2013,unknown
420922,5714decf25ac0d8aee411baa,5714debb25ac0d8aee35c0ca,Push,231,2008-06-02,unknown,english,"list(""Contemporary R&B"", ""Pop music"")","list(""Interscope Records"")","list(""2007"")","list(""246.0"")",list(),Insomniac,Enrique Iglesias,357,2008,unknown
422155,5714dec325ac0d8aee386e54,5714debb25ac0d8aee34e16c,Run-D.M.C.:Walk This Way,211,2007-12-10,eng,english,"list(""Folk rock"", ""Hard rock"", ""Bluegrass music"", ""Rap rock"", ""Funk rock"")","list(""Profile Records"", ""Columbia Records"", ""SCI Fidelity Records"")","list(""1985"", ""January–February 1975"", ""1997"", ""December 2006"", ""Record Plant Studios"")","list(""218.0"", ""212.0"", ""286.0"", ""173.0"", ""317.0"")",list(),Young Lust: The Aerosmith Anthology,Aerosmith,358,2007,unknown
422613,5714dec625ac0d8aee3a5a7b,5714debb25ac0d8aee351514,Don't Let Me Fall,275,2010-04-26,unknown,english,"list(""Soft rock"", ""Alternative hip hop"")","list(""Grand Hustle Records"", ""Atlantic Records"")","list(""2010"")","list(""275.0"")","list(""Gold"")",The Adventures Of Bobby Ray,B.o.B,360,2010,The Adventures Of Bobby Ray
423267,5714dec525ac0d8aee3a0200,5714debb25ac0d8aee350bbc,Solid,312,2007-05-21,unknown,english,"list(""Contemporary R&B"", ""Soul music"")","list(""Capitol Records"")","list(""1984"")","list(""201.0"", ""226.0"", ""312.0"")",list(),Solid,Ashford & Simpson,361,2007,unknown
423727,5714dec525ac0d8aee39efa8,5714debb25ac0d8aee3509c4,Kiss,211,2008-01-01,eng,english,"list(""Funk"", ""Pop music"", ""Funk rock"", ""Synthpop"", ""Contemporary R&B"", ""Minimal music"", ""Post-disco"")","list(""Polydor Records"", ""Paisley Park Records"")","list(""Studio C at Sunset Sound;"", ""1985-04-28"", ""1987"")","list(""7.0"", ""12.0"", ""218.0"", ""210.0"")",list(),Other Songs,Art Of Noise,362,2008,unknown
424303,5714dec825ac0d8aee3c362c,5714debb25ac0d8aee354415,Just The Way You Are Remix,229,2010-11-02,unknown,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Elektra Records"")",list(),"list(""220.0"")","list(""Platinum"", ""Gold"")",Doo-Wops & Hooligans,Bruno Mars,363,2010,unknown
427883,5714dec325ac0d8aee381d60,5714debb25ac0d8aee34d896,I Care 4 U,273,2007-12-27,eng,english,"list(""Contemporary R&B"")","list(""Universal Music Distribution"", ""Blackground Records"")","list(""Magic Mix Studios, Music Grinder Studios; Los Angeles"")","list(""274.0"")",list(),Aaliyah,Aaliyah,364,2007,Aaliyah
428435,5714deca25ac0d8aee3d8561,5714debb25ac0d8aee3564f6,Sorry,290,2012-09-25,unknown,english,"list(""Contemporary R&B"")","list(""Epic Records"")","list(""2012"")","list(""289.0"")",list(),Other Songs,Ciara,365,2012,unknown
428612,5714decb25ac0d8aee3e3465,5714debb25ac0d8aee3576da,Traum,199,2015-07-03,unknown,german,"list(""Pop music"", ""Rapping"")",list(),list(),"list(""194.0"")","list(""Gold"", ""Platinum"")",MTV Unplugged,Cro,366,2015,MTV Unplugged
429618,5714dec625ac0d8aee3a5a82,5714debb25ac0d8aee351514,Magic,196,2010-04-26,unknown,english,"list(""Synthpop"", ""Alternative rock"", ""Alternative hip hop"")","list(""Atlantic Records"", ""Grand Hustle Records"")","list(""2010"")","list(""196.0"")",list(),The Adventures Of Bobby Ray,B.o.B,367,2010,The Adventures Of Bobby Ray
431899,5714dec625ac0d8aee3a5abb,5714debb25ac0d8aee351518,Both Of Us,216,2012-04-30,eng,english,"list(""Political hip hop"", ""Alternative hip hop"", ""Country rap"")","list(""Jim Jonsin"", ""Grand Hustle Records"", ""Atlantic Records"")","list(""2011"")","list(""216.0"")","list(""Platinum"", ""Gold"")",Strange Clouds,B.o.B,369,2012,Strange Clouds
432579,5714dec825ac0d8aee3bbab8,5714debb25ac0d8aee353782,My Prerogative,288,1996-04-29,eng,english,"list(""Dance-pop"", ""New jack swing"", ""Contemporary R&B"")","list(""Jive Records"", ""MCA Records"")","list(""2004"", ""April 1988"")","list(""291.0"", ""213.0"")","list(""Gold"")",Don't Be Cruel,Bobby Brown,370,1996,unknown
433386,5714dec725ac0d8aee3b9535,5714debb25ac0d8aee3533fd,Curtain Falls,243,2004-11-15,eng,english,"list(""Pop music"", ""Contemporary R&B"")","list(""Innocent Records"")","list(""June 2004"")","list(""243.0"")",list(),Best Of Blue,Blue,371,2004,unknown
434467,5714deca25ac0d8aee3de699,5714debb25ac0d8aee356eef,Hood Took Me Under,219,1992-09-08,unknown,english,"list(""Gangsta rap"", ""West Coast hip hop"")","list(""Orpheus Music"")","list(""1992"")",list(),list(),Music To Driveby,Compton's Most Wanted,372,1992,Music To Driveby
438200,5714decf25ac0d8aee4194c3,5714debb25ac0d8aee35cd1f,Falling To Pieces,313,2007-10-01,unknown,english,"list(""Rap metal"", ""Funk metal"")","list(""Slash Records"")","list(""Studio D in Sausalito, California"", ""December 1988"")","list(""312.0"")",list(),The Real Thing,Faith No More,373,2007,unknown
438560,5714dec625ac0d8aee3a3cbb,5714debb25ac0d8aee35120f,Obsesion (Dance Remix),30,2010-10-29,unknown,spanish,"list(""Contemporary R&B"", ""Latin pop"", ""Hip hop music"", ""Bachata (music)"")","list(""Sony Music Entertainment"", ""Columbia Records"")","list(""2002"", ""2005"", ""2013"")","list(""252.0"")",list(),Bachatamania,Aventura,374,2010,unknown
439045,5714dec425ac0d8aee38e767,5714debb25ac0d8aee34edc1,Drake:Fireworks,313,2010-06-11,unknown,english,"list(""Hip hop music"", ""Contemporary R&B"")","list(""Young Money Entertainment"", ""Cash Money Records"", ""Universal Motown Records"", ""Aspire Music Group"")","list(""2010"")","list(""313.0"")",list(),Featured artist,Alicia Keys,375,2010,unknown
439749,5714decb25ac0d8aee3e3461,5714debb25ac0d8aee3576da,Whatever,234,2015-07-03,unknown,german,"list(""Rapping"", ""Pop music"")",list(),list(),"list(""194.0"")","list(""Gold"", ""Platinum"")",MTV Unplugged,Cro,376,2015,MTV Unplugged
439807,5714dec625ac0d8aee3a5ac0,5714debb25ac0d8aee351518,Out Of My Mind,222,2012-04-30,unknown,english,"list(""Hardcore hip hop"", ""Dubstep"")","list(""Atlantic Records"", ""Grand Hustle Records"")","list(""2012"")","list(""216.0"")",list(),Strange Clouds,B.o.B,377,2012,Strange Clouds
440332,5714decd25ac0d8aee3fdade,5714debb25ac0d8aee35a1b7,Lord Give Me A Sign,208,2006-07-28,unknown,english,"list(""Christian hip hop"")","list(""Ruff Ryders Entertainment"", ""Columbia Records"", ""Sony Urban Music"")","list(""2006"")","list(""208.0"")",list(),Here We Go Again,DMX,378,2006,Here We Go Again
447234,5714dec825ac0d8aee3bbabb,5714debb25ac0d8aee353782,Every Little Step,236,1996-04-29,eng,english,"list(""New jack swing"", ""Pop music"", ""Contemporary R&B"")","list(""MCA Records"")",list(),"list(""237.0"")",list(),Don't Be Cruel,Bobby Brown,379,1996,unknown
449856,5714dec925ac0d8aee3d0960,5714debb25ac0d8aee3558fc,Through The Fire,286,2006-04-18,unknown,english,"list(""Adult contemporary music"", ""Quiet storm"", ""Contemporary R&B"")","list(""Warner Bros. Records"")","list(""1984"")","list(""285.0"")",list(),I Feel For You,Chaka Khan,380,2006,I Feel For You
450867,5714dec425ac0d8aee390339,5714debb25ac0d8aee34f0d2,Loving You Is Killing Me,205,2010-09-28,unknown,english,"list(""Contemporary R&B"", ""Soul music"")","list(""Stones Throw Records"")","list(""2000"")","list(""204.0"")",list(),Good Things,Aloe Blacc,381,2010,unknown
451079,5714dec425ac0d8aee38e74e,5714debb25ac0d8aee34edbf,New Day,244,2009-12-11,eng,english,"list(""Contemporary R&B"")","list(""RCA Records"")",list(),"list(""242.0"")",list(),Girl On Fire,Alicia Keys,382,2009,Girl On Fire
455720,5714deca25ac0d8aee3d6fdf,5714debb25ac0d8aee35630b,Ven Conmigo (Solamente Tú),192,1999-12-30,unknown,spanish,"list(""Contemporary R&B"", ""Dance-pop"")","list(""RCA Records"")","list(""October–November 1998"", ""May 2000"")","list(""203.0"", ""189.0"", ""220.0"")","list(""Platinum"", ""Gold"")",Mi Reflejo,Christina Aguilera,383,1999,unknown
456713,5714deca25ac0d8aee3d6fd0,5714debb25ac0d8aee35630a,Come On Over Baby (All I Want Is You),204,1999-07-15,eng,english,"list(""Contemporary R&B"", ""Dance-pop"")","list(""RCA Records"")","list(""October–November 1998"", ""May 2000"")","list(""203.0"", ""189.0"", ""220.0"")","list(""Platinum"", ""Gold"")",Christina Aguilera,Christina Aguilera,385,1999,unknown
457977,5714dec625ac0d8aee3accb0,5714debb25ac0d8aee352019,Emotion,219,2005-01-01,eng,english,"list(""Contemporary R&B"", ""Rhythm and blues"", ""Pop music"", ""Soul music"")","list(""Private Stock Records"", ""Columbia Records"")","list(""April 1977 in Criteria Studios, Miami"", ""2001"")","list(""223.0"", ""235.0"")",list(),Their Greatest Hits: The Record,Bee Gees,386,2005,unknown
460431,5714dec625ac0d8aee3abe13,5714debb25ac0d8aee351ebd,Ch-Check It Out,192,2004-06-15,eng,english,"list(""Alternative hip hop"")","list(""Capitol Records"")","list(""2004"")","list(""190.0"", ""192.0"")",list(),To The 5 Boroughs,Beastie Boys,387,2004,To The 5 Boroughs
461723,5714dec325ac0d8aee381488,5714debb25ac0d8aee34d796,Scenario,250,2011-04-22,unknown,english,"list(""Alternative hip hop"")","list(""Jive Records"")","list(""1991"")","list(""250.0"")",list(),The Low End Theory,A Tribe Called Quest,388,2011,unknown
462645,5714dec525ac0d8aee3a0089,5714debb25ac0d8aee350b91,I Love College,241,2009-04-20,eng,english,"list(""Alternative hip hop"")","list(""SRC Records"", ""School Boy Records"", ""Universal Motown Records"")",list(),"list(""246.0"")",list(),Asleep In The Bread Aisle,Asher Roth,389,2009,Asleep In The Bread Aisle
462680,5714decc25ac0d8aee3ec206,5714debb25ac0d8aee35854d,Ice Cube:Check Yo Self,222,2003-02-27,unknown,english,"list(""West Coast hip hop"", ""G-funk"", ""Gangsta rap"")","list(""Priority Records"")","list(""1992"")","list(""222.0"")","list(""Platinum"")",Songs Featuring Das EFX,Das EFX,390,2003,unknown
464941,5714dec325ac0d8aee381d3f,5714debb25ac0d8aee34d894,Age Ain't Nothing But A Number,252,2007-06-11,eng,english,"list(""Contemporary R&B"", ""Hip hop soul"")","list(""Jive Records"", ""Blackground Records"")","list(""Chicago Recording Company"", ""1993"")","list(""253.0"")",list(),Age Ain't Nothing But A Number,Aaliyah,391,2007,Age Ain't Nothing But A Number
466217,5714decf25ac0d8aee410bc4,5714debb25ac0d8aee35bf16,Free Your Mind,293,2007-10-29,eng,english,"list(""Dance music"", ""Contemporary R&B"", ""Funk rock"")","list(""East West Records"")","list(""December 1991—January 1992"")","list(""292.0"", ""250.0"")",list(),Funky Divas,En Vogue,392,2007,Funky Divas
466461,5714deca25ac0d8aee3d84d2,5714debb25ac0d8aee3564ef,Promise,267,2006-11-07,unknown,english,"list(""Soul music"", ""Downtempo"", ""Contemporary R&B"")","list(""LaFace Records"")","list(""Soapbox Studios, Atlanta, Georgia"")","list(""269.0"", ""299.0"")",list(),The Evolution,Ciara,393,2006,The Evolution
466929,5714deca25ac0d8aee3d4814,5714debb25ac0d8aee355ef9,I. The Crawl,209,2013-12-09,unknown,english,"list(""Alternative hip hop"")","list(""Glassnote Records"", ""Island Records"")","list(""2013"")","list(""209.0"")",list(),Because The Internet,Childish Gambino,394,2013,Because The Internet
468379,5714dece25ac0d8aee40ff2a,5714debb25ac0d8aee35bdf7,Mosh,317,2006-10-30,unknown,english,"list(""Rap rock"", ""Political hip hop"", ""Hardcore hip hop"")","list(""Aftermath Entertainment"", ""Shady Records"", ""Interscope Records"")",list(),"list(""317.0"")",list(),Encore,Eminem,395,2006,Encore
468567,5714dec925ac0d8aee3d0929,5714debb25ac0d8aee3558f7,I'm Every Woman,247,2005-09-20,eng,english,"list(""Dance-pop"", ""Funk"", ""House music"", ""Rhythm and blues"", ""Disco"", ""Contemporary R&B"")","list(""Warner Bros. Records"", ""Arista Records"")","list(""1978"", ""March - May 1992"")","list(""265.0"", ""287.0"")",list(),Chaka,Chaka Khan,396,2005,Chaka
